source_id,bp_rp,target_class,period
3113680251125330304,1.508966,CEP,4.02260295843128
3117307814859500416,1.701984,CEP,3.13523375896254
3119433991174191360,1.931396,CEP,6.9325524259702
3125437672556115968,1.496195,CEP,3.42213609052561
3125834802411655552,1.899518,CEP,1.91945591101097
3126930912425121408,2.355365,CEP,6.71699925465812
3127142323596470144,1.824931,CEP,5.3787660501824
3127458403131746048,1.226404,CEP,4.13362168098148
3127739019113627392,2.005059,CEP,2.48378738398406
3128293447849074048,1.513952,CEP,3.01396030754153
3132210870342377344,1.529301,CEP,6.73176056697519
3133819112256378368,1.508554,CEP,2.70548009825186
3134002107923090944,1.621978,CEP,2.42717571431269
3134257439437751552,1.363571,CEP,18.7150906815942
3283721030024735360,0.97896,CEP,1.58359363142585
3324153371114695680,1.425491,CEP,15.2297093393956
3326443821335586816,1.656838,CEP,4.66239343927858
3327115524160326528,1.492836,CEP,1.53184794685591
3327281790934522752,2.072942,CEP,4.80255681115878
3329849043206545920,1.295176,CEP,8.6184913685456
3330259852538068608,1.407073,CEP,3.88868430592917
3331144684519753984,2.148574,CEP,5.09062236207988
3339415417140734208,1.40407,CEP,4.23197838868442
3343252261748847104,1.065289,CEP,3.14990357293032
3344297935963515008,1.579175,CEP,4.90955039356527
3344381567567275392,2.355697,CEP,3.56322194873158
3346584610911570176,1.297464,CEP,4.03430428356676
3349047375222899456,2.592302,CEP,3.02075732409693
3349130530085488896,2.83696,CEP,9.14633519089668
3351921532976862336,1.871532,CEP,4.97835171214998
3356940155020790656,1.322217,CEP,7.91141851602903
3368698813404804352,1.3455,CEP,7.56694930079696
3370309426139897728,2.075025,CEP,2.52150417685717
3374837008864233472,2.486553,CEP,2.1345057438955
3378049163365268608,0.985612,CEP,3.78802020076294
3390186156826555136,1.599563,CEP,5.06581973476715
3397212822106196992,1.257569,CEP,4.43793343784019
3415206707852656384,1.649012,CEP,13.9432877479542
3418697936444956672,1.250104,CEP,2.01029138449735
3423304890166708864,2.967756,CEP,2.94560690151294
3425576270732293632,1.47708,CEP,2.63471631559212
3430067092837622272,1.363424,CEP,11.3128451408968
3430457002856349952,1.784675,CEP,45.8684415428638
3437377432112957952,1.356754,CEP,3.17481498526721
3437868570213317504,2.630255,CEP,3.50513296769245
3441145084801214464,1.517176,CEP,3.89656741502841
3441484760885586176,1.904625,CEP,3.6161447382885
3442172745919329664,1.481917,CEP,3.34886041880017
3445039825569144192,1.520539,CEP,3.04676395160047
3445193619757587456,1.434392,CEP,6.76223084770253
3448592455015389696,0.813363,CEP,1.10372995612272
3449106511061314432,2.155459,CEP,7.29089879910639
3454677697820598528,2.160456,CEP,4.69064982065552
3455325108309625088,1.382841,CEP,7.84741866487447
3585871223384619648,0.635989,CEP,0.640408785488052
3637042116582796544,1.127929,CEP,17.2798829215563
3663348550752401152,0.652372,CEP,1.2184470206326
377753613615880832,0.940695,CEP,3.20092398403184
393953130749489152,0.898426,CEP,9.15366381261559
394818721274314112,0.875853,CEP,2.13886777468985
403012071468592640,1.169131,CEP,8.06864002657739
4036718746515296768,1.807962,CEP,75.774527562901
4037281455951370880,2.12818,CEP,66.5199622647397
4037438101994829312,1.446979,CEP,28.5569308325023
4038623001982306688,1.042926,CEP,1.94179955360124
4038916262368422144,1.070567,CEP,9.92799841942287
4038969927853236864,1.465809,CEP,16.2645198822174
4039259683524308352,1.156204,CEP,26.7187166505813
4039938769393211136,1.692421,CEP,66.3196441484752
4040728046945051264,1.577461,CEP,29.7612852793848
4040757699401761024,1.849274,CEP,9.60400762592661
4041541449423380992,1.790608,CEP,12.5943009783799
4041690364529590144,2.044532,CEP,20.329497690713
4042055226200349312,1.601855,CEP,34.7808396393818
4042380411149581312,1.862872,CEP,20.1964509966537
4042508053191562368,2.232781,CEP,18.2825947847796
4042605428692186240,1.416374,CEP,23.0469881304364
4043651584030279040,2.799096,CEP,83.6966654564075
4045253297571203968,1.223657,CEP,12.8792280319257
4045437770642084608,1.124019,CEP,13.993698345632
4045563527285331584,1.08919,CEP,27.9329636490328
4045574453680455808,1.333736,CEP,12.2394990259421
4046807830852751872,0.94523,CEP,1.95581106290274
4047312644129282816,1.262768,CEP,6.59329975559505
4048313921269210112,1.202114,CEP,6.90037792489647
